IIT_INV_TYPE|IIT_ADMIN_UNIT|IIT_START_DATE|STD_SIGN_NO|SIGN_STRRM_NO|SZ|WD|HT|SQ_FT_NO|COLOR|STD_SIGN_TYP|SIGN_DESC|SIGN_STD_GRPH|SHOW|MMS_NO
SIGN|S|24-MAR-2015|OBD11-3-18|OBD11-3|24x36|24|36|864|SIL/GRN|GUIDE|OREGON COAST BIKE ROUTE||Y|
SIGN|S|24-MAR-2015|OBD11-3-30|OBD11-3|18x30|18|30|540|SIL/GRN|GUIDE|OREGON COAST BIKE ROUTE||Y|
SIGN|S|24-MAR-2015|OBD11-3-36|OBD11-3|24x36|24|36|864|SIL/GRN|GUIDE|OREGON COAST BIKE ROUTE||Y|
SIGN|S|24-MAR-2015|OBR1-1-24|405009|24x24|24|24|576|BLK/RED/SIL|REGLTY|BICYCLE STOP SYMBOL||Y|5009
SIGN|S|24-MAR-2015|OBR1-2-24|405010|24x24|24|24|576|BLK/RED/SIL|REGLTY|BICYCLE YIELD SYMBOL||Y|5010
SIGN|S|24-MAR-2015|OBR1-3-30|OBR1-3|18x30|18|30|540|BLK/SIL|REGLTY|CYCLISTS YIELD TO PEDESTRIANS||Y|
SIGN|S|24-MAR-2015|OBW12-2-18|OBW12-2|18x18|18|18|324|BLK/YLW|WRN|BICYCLE LOW CLEARANCE SYMBOL||Y|
SIGN|S|24-MAR-2015|OBW1-5-18|405005|24x18|24|18|432|BLK/YLW|WRN|ON ROADWAY||Y|5005
SIGN|S|24-MAR-2015|OBW1-6-12|OBW1-6|24x12|24|12|288|BLK/YLW|WRN|XING||Y|
SIGN|S|24-MAR-2015|OBW8-22-36|OBW8-22|36x36|36|36|1296|BLK/YLW|WRN|BIKE/PED WARNING SYMBOL||Y|
SIGN|S|24-MAR-2015|OBW8-22-48|OBW8-22|48x48|48|48|2304|BLK/YLW|WRN|BIKE/PED WARNING SYMBOL||Y|
SIGN|S|24-MAR-2015|OBW8-23-36|OBW8-23|36x36|36|36|1296|BLK/YLW|WRN|BIKE/PED CROSSING SYMBOL||Y|
SIGN|S|24-MAR-2015|OD11-1-48|OD11-1|108x48|108|48|5184|SIL/BRN|REC|ENTERING WINTER RECREATION AREA ...||Y|
SIGN|S|24-MAR-2015|OD11-2-36|405521|48x36|48|36|1728|SIL/BRN|REC|SNOW PARK AHEAD 1/4 MILE||Y|5521
SIGN|S|24-MAR-2015|OD12-1-36|OD12-1|54x36|54|36|1944|SIL/GRN|GUIDE|PULL OUT (W/ARROW)||Y|
SIGN|S|24-MAR-2015|OD12-2-33|OD12-2|54x33|54|33|1782|SIL/GRN|GUIDE|PULL OUT 1/4 MILE||Y|
SIGN|S|24-MAR-2015|OD23-1-12|405060|36x12|36|12|432|BLK/SIL|REGLTY|PROP OF DOT HWY DIV||Y|5060
SIGN|S|24-MAR-2015|OD24-1-24|405066|36x24|36|24|864|BLK/SIL|REGLTY|END ST HWY MAINTENANCE||Y|5066
SIGN|S|24-MAR-2015|OD26-1-18|405062|36x18|36|18|648|BLK/SIL|REGLTY|DRIVE DEFENSIVELY||Y|5062
SIGN|S|24-MAR-2015|OD27-1-30|405076|36x30|36|30|1080|BLU/SIL|SRVC|BUCKLE-UP OREGON||Y|5076
SIGN|S|24-MAR-2015|OD-411a-36|OD-411a|72x36|72|36|2592|SIL/GRN|GUIDE|ENTERING (CITY)||Y|
SIGN|S|24-MAR-2015|OD-412-36|OD-412|72x36|72|36|2592|SIL/GRN|GUIDE|ENTERING (COUNTY)||Y|
SIGN|S|24-MAR-2015|OD-413-78|OD-413|30x78|30|78|2340|SIL/GRN|GUIDE|WELCOME TO (CITY)||Y|
SIGN|S|24-MAR-2015|OD-413a-18|OD-413a|33x18|33|18|594|SIL/GRN|GUIDE|POPULATION X||Y|
SIGN|S|24-MAR-2015|OD-413a-27|OD-413a|33x18|33|18|594|SIL/GRN|GUIDE|POPULATION X||Y|
SIGN|S|24-MAR-2015|OD-414-78|OD-414|30x78|30|78|2340|SIL/GRN|GUIDE|WELCOME TO (COUNTY) W/ LOGO||Y|
SIGN|S|24-MAR-2015|OD417-24|405061|24x24|24|24|576|SIL/GRN|GUIDE|ADOPT A HIGHWAY||Y|5061
SIGN|S|24-MAR-2015|OD418-24|OD418|24x24|24|24|576|SIL/GRN|GUIDE|ADOPT-A LANDSCAPE PROGRAM||Y|
SIGN|S|24-MAR-2015|OD-426-30|OD-426|42x30|42|30|1260|BLK/BLU/SIL|SRVC|DEPOSIT LITTER 1/4 MILE||Y|
SIGN|S|24-MAR-2015|OD-427-30|OD-427|42x30|42|30|1260|BLK/BLU/SIL|SRVC|DEPOSIT LITTER||Y|
SIGN|S|24-MAR-2015|OD-434-18|405079|16x18|16|18|288|BLK/BLU/GRN/SIL|RTE|OREGON STATE PARKS SHIELD||Y|5079
SIGN|S|24-MAR-2015|OD-434-36|405067|33x36|33|36|1188|BLK/BLU/GRN/SIL|RTE|OREGON STATE PARKS SHIELD||Y|5067
SIGN|S|24-MAR-2015|OD-435-12a|405068|30x12|30|12|360|SIL/BRN|REC|1/4 MILE||Y|5068
SIGN|S|24-MAR-2015|OD-435-12b|405069|30x12|30|12|360|SIL/BRN|REC|1/2 MILE||Y|5069
SIGN|S|24-MAR-2015|OD-437-12|405070|30x12|30|12|360|SIL/BRN|REC|PARK W/ ARROW||Y|5070
SIGN|S|24-MAR-2015|OD-438-7-1/2|405071|30x7-1/2|30|7.5|225|SIL/BRN|REC|PICNICKING||Y|5071
SIGN|S|24-MAR-2015|OD-439-7-1/2|405072|30x7-1/2|30|7.5|225|SIL/BRN|REC|SWIMMING||Y|5072
SIGN|S|24-MAR-2015|OD-440-7-1/2|405073|30x7-1/2|30|7.5|225|SIL/BRN|REC|BOAT LAUNCHING||Y|5073
SIGN|S|24-MAR-2015|OD-441-7-1/2|405074|30x7-1/2|30|7.5|225|SIL/BRN|REC|CAMPING||Y|5074
SIGN|S|24-MAR-2015|OD445-36|OD445|60x36|60|36|2160|SIL/GRN|GUIDE|LIGHTS ON FOR SAFETY||Y|
SIGN|S|24-MAR-2015|OD-449-48|OD-449|54x48|54|48|2592|SIL/GRN|GUIDE|END SAFETY CORRIDOR||Y|
SIGN|S|24-MAR-2015|OD450-30|OD450|24x30|24|30|720|BLU/SIL|SRVC|FIRE HYDRANT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|OD460|OD460|81x60|81|60|4860|GRN/GRN/SIL|GUIDE|WELCOME TO OREGON||Y|
SIGN|S|24-MAR-2015|OD-460-45|OD-460|60x45|60|45|2700|GRN/GRN/SIL|GUIDE|WELCOME TO OREGON||Y|
SIGN|S|24-MAR-2015|OD460-45|OD-460|60x45|60|45|2700|GRN/GRN/SIL|GUIDE|WELCOME TO OREGON||Y|
SIGN|S|24-MAR-2015|OD460-60|OD460|81x60|81|60|4860|GRN/GRN/SIL|GUIDE|WELCOME TO OREGON||Y|
SIGN|S|24-MAR-2015|OD461-45|OD461|60x45|60|45|2700|GRN/GRN/SIL|GUIDE|OREGON THANKS YOU COME BACK SOON||Y|
SIGN|S|24-MAR-2015|OD461-60|OD461|81x60|81|60|4860|GRN/GRN/SIL|GUIDE|OREGON THANKS YOU COME BACK SOON||Y|
SIGN|S|24-MAR-2015|OD463-36|OD463|24x36|24|36|864|BLK/BLU/SIL|SRVC|TSUNAMI EVACUATION ROUTE- UP ARROW||Y|
SIGN|S|24-MAR-2015|OD463L-36|OD463L|24x36|24|36|864|BLK/BLU/SIL|SRVC|TSUNAMI EVACUATION ROUTE- LEFT ARROW||Y|
SIGN|S|24-MAR-2015|OD463R-36|OD463R|24x36|24|36|864|BLK/BLU/SIL|SRVC|TSUNAMI EVACUATION ROUTE- RIGHT ARROW||Y|
SIGN|S|24-MAR-2015|OD-465-42|OD-465|48x42|48|42|2016|BLU/WHT|SRVC|ENTERING TSUNAMI HAZARD ZONE||Y|
SIGN|S|24-MAR-2015|OD-466-42|OD-466|48x42|48|42|2016|BLU/WHT|SRVC|LEAVING TSUNAMI HAZARD ZONE||Y|
SIGN|S|24-MAR-2015|OD-481-48|405075|12x48|12|48|576|BLK/YLW|WRN|CHEVRON OBSTRUCTION MARKER (ALUMINUM)||Y|5075
SIGN|S|24-MAR-2015|OD-485-18|OD-485|27x18|27|18|486|SIL/BLU|SRVC|OREGON HAS 9-1-1 STATEWIDE||Y|
SIGN|S|24-MAR-2015|OD-486-36|OD-486|60x36|60|36|2160|SIL/BLU|SRVC|DIAL 9-1-1 FOR EMERGENCIES STATEWIDE||Y|
SIGN|S|24-MAR-2015|OD5-10-24|405034|24x24|24|24|576|BLK/SIL|SRVC|DRINKING WATER AHEAD||Y|5034
SIGN|S|24-MAR-2015|OD5-11-18|405035|24x18|24|18|432|BLK/SIL|SRVC|DRINKING WATER||Y|5035
SIGN|S|24-MAR-2015|OD5-6-24|405033|24x24|24|24|576|SIL/BLU|SRVC|WHEELCHAIR (SYMBOL)||Y|5033
SIGN|S|24-MAR-2015|OD5-7a|OD5-7a|36x54|36|54|1944|BLU/GRN/VLT/YLW/SIL|GUIDE|OREGON VISITORS INFORMATION||Y|
SIGN|S|24-MAR-2015|OD5-7a-54|OD5-7a|36x54|36|54|1944|BLU/GRN/VLT/YLW/SIL|GUIDE|STANDARD VISITOR INFO SIGN||Y|
SIGN|S|24-MAR-2015|OD5-9a-54|OD5-9a|36x54|36|54|1944|BLU/GRN/VLT/YLW/SIL|GUIDE|OREGON WELCOME CENTER||Y|
SIGN|S|24-MAR-2015|OD8-4-36|OD8-4|30x36|30|36|1080|SIL/GRN|GUIDE|WEIGH STATION AHEAD OPEN||Y|
SIGN|S|24-MAR-2015|OD8-5-36|OD8-5|30x36|30|36|1080|SIL/GRN|GUIDE|WEIGH STATION W/ R ARROW||Y|
SIGN|S|24-MAR-2015|OD9-10-24|OD9-10|24x24|24|24|576|SIL/BLU|SRVC|I - INFORMATION (SYMBOL)||Y|
SIGN|S|24-MAR-2015|OD9-10-30|OD9-10|30x30|30|30|900|SIL/BLU|SRVC|I - INFORMATION (SYMBOL)||Y|
SIGN|S|24-MAR-2015|OD9-10-6|405049|24x6|24|6|144|SIL/GRN|GUIDE|ARROW- HORIZONTAL||Y|5049
SIGN|S|24-MAR-2015|OD9-10a-18|OD9-10a|24x18|24|18|432|SIL/BLU|SRVC|WELCOME CENTER||Y|
SIGN|S|24-MAR-2015|OD9-10a-24|OD9-10a|30x24|30|24|720|SIL/BLU|SRVC|WELCOME CENTER||Y|
SIGN|S|24-MAR-2015|OD9-10b-18|OD9-10b|24x18|24|18|432|SIL/BLU|SRVC|VISITOR INFO||Y|
SIGN|S|24-MAR-2015|OD9-10b-24|OD9-10b|30x24|30|24|720|SIL/BLU|SRVC|VISITOR INFO||Y|
SIGN|S|24-MAR-2015|OD9-11-6|405050|24x6|24|6|144|SIL/GRN|GUIDE|ARROW- VERTICAL||Y|5050
SIGN|S|24-MAR-2015|OD9-11B-12|405051|24x12|24|12|288|SIL/BLU|SRVC|ARROW- VERTICAL||Y|5051
SIGN|S|24-MAR-2015|OD9-12-6|OD9-12|24x6|24|6|144|SIL/GRN|GUIDE|ARROW- DOUBLE||Y|
SIGN|S|24-MAR-2015|OD9-9-6|405048|24x6|24|6|144|SIL/BLU|SRVC|ARROW- HORIZONTAL||Y|5048
SIGN|S|24-MAR-2015|ODRW-061-18|405085|18x18|18|18|324|SIL/BRN|REC|WHALE WATCHING (SYMBOL)||Y|5085
SIGN|S|24-MAR-2015|ODRW-062-18|405083|18x18|18|18|324|SIL/BRN|REC|CLAM DIGGING (SYMBOL)||Y|5083
SIGN|S|24-MAR-2015|ODRW-063-18|405084|18x18|18|18|324|SIL/BRN|REC|CRABBING (SYMBOL)||Y|5084
SIGN|S|24-MAR-2015|ODRW-121-18|405077|18x18|18|18|324|SIL/BRN|REC|WINDSURFING (SYMBOL)||Y|5077
SIGN|S|24-MAR-2015|ODRW-121-24|ODRW-121|24x24|24|24|576|SIL/BRN|REC|WINDSURFING SYMBOL||Y|
SIGN|S|24-MAR-2015|ODRW-121-30|405078|30x30|30|30|900|SIL/BRN|REC|WINDSURFING (SYMBOL)||Y|5078
SIGN|S|24-MAR-2015|OI17-10-21|OI17-10|30x21|30|21|630|SIL/BRN|HIST|APPLEGATE TRAIL INTERP. CTR.||Y|
SIGN|S|24-MAR-2015|OI5-1-30|405097|24x30|24|30|720|BRN/SIL|RTE|LEWIS AND CLARK TRAIL||Y|5097
SIGN|S|24-MAR-2015|OI5-22O-18|OI5-22O|24x18|24|18|432|SIL/BRN|REC|OTHER||Y|
SIGN|S|24-MAR-2015|OI6-1-24|405100|24x24|24|24|576|BRN/BLK/YLW/SIL|RTE|CALIFORNIA TRAIL W/ LOGO||Y|5100
SIGN|S|24-MAR-2015|OI6-1-30|405103|30x30|30|30|900|BRN/BLK/YLW/SIL|RTE|CALIFORNIA TRAIL W/ LOGO||Y|5103
SIGN|S|24-MAR-2015|OI7-10-21|OI7-10|30x21|30|21|630|SIL/BRN|HIST|APPLEGATE TRAIL INTERPITIVE SITE||Y|
SIGN|S|24-MAR-2015|OI7-1-24|405102|24x24|24|24|576|SIL/BRN|RTE|OREGON TRAIL W/ LOGO||Y|5102
SIGN|S|24-MAR-2015|OI7-1-30|405103|30x30|30|30|900|SIL/BRN|RTE|OREGON TRAIL W/ LOGO||Y|5103
SIGN|S|24-MAR-2015|OI7-20L-18|OI7-20L|24x18|24|18|432|SIL/BRN|REC|LEFT 1/2 MI.||Y|
SIGN|S|24-MAR-2015|OI7-20R-18|OI7-20R|24x18|24|18|432|SIL/BRN|REC|RIGHT 1/2 MI.||Y|
SIGN|S|24-MAR-2015|OI7-2-18|OI7-2|24x18|24|18|432|SIL/BRN|RTE|INFO CENTER||Y|
SIGN|S|24-MAR-2015|OI7-21L-18|OI7-21L|24x18|24|18|432|SIL/BRN|REC|LEFT 1/4 MI.||Y|
SIGN|S|24-MAR-2015|OI7-21R-18|OI7-21R|24x18|24|18|432|SIL/BRN|REC|RIGHT 1/4 MI.||Y|
SIGN|S|24-MAR-2015|OI7-2-24|405105|30x24|30|24|720|SIL/BRN|RTE|INFO CENTER||Y|5105
SIGN|S|24-MAR-2015|OI7-22L-18|OI7-22L|24x18|24|18|432|SIL/BRN|CULTR|NEXT LEFT||Y|
SIGN|S|24-MAR-2015|OI7-22O-18|OI5-22O|24X18|24|18|432|SIL/BRN|REC|OTHER||Y|
SIGN|S|24-MAR-2015|OI7-22R-18|OI7-22R|24x18|24|18|432|SIL/BRN|CULTR|NEXT RIGHT||Y|
SIGN|S|24-MAR-2015|OI7-3-24|405106|24x24|24|24|576|SIL/BRN|RTE|TRAIL SITE||Y|5106
SIGN|S|24-MAR-2015|OI7-3-30|OI7-3|30x30|30|30|900|SIL/BRN|RTE|TRAIL SITE||Y|
SIGN|S|24-MAR-2015|OI7-4-18|OI7-4|24x18|24|18|432|SIL/BRN|RTE|RIVER ROUTE||Y|
SIGN|S|24-MAR-2015|OI7-4-24|405109|30x24|30|24|720|SIL/BRN|RTE|RIVER ROUTE||Y|5109
SIGN|S|24-MAR-2015|OI7-4a-18|OI7-4a|24x18|24|18|432|SIL/BRN|RTE|TOUR ROUTE||Y|
SIGN|S|24-MAR-2015|OI7-5-18|OI7-5|18x6|18|6|108|BLK/SIL|GUIDE|ARROW- HORIZONTAL||Y|
SIGN|S|24-MAR-2015|OI7-5-24|OI7-5|24x6|24|6|144|BLK/SIL|GUIDE|ARROW- HORIZONTAL||Y|
SIGN|S|24-MAR-2015|OI7-5-30|OI7-5|30x6|30|6|180|BLK/SIL|GUIDE|ARROW- HORIZONTAL||Y|
SIGN|S|24-MAR-2015|OI7-5-6|405094|24x6|24|6|144|SIL/BRN|RTE|ARROW- HORIZONTAL||Y|5094
SIGN|S|24-MAR-2015|OI7-5-6a|405092|18x6|18|6|108|SIL/BRN|RTE|ARROW- HORIZONTAL||Y|5092
SIGN|S|24-MAR-2015|OI7-5-9|OI7-5|30x9|30|9|270|SIL/BRN|RTE|ARROW- HORIZONTAL||Y|
SIGN|S|24-MAR-2015|OI7-5a|OI7-5a|24x9|24|9|216|SIL/BRN|RTE|1/4 MILE / 1/2 MILE||Y|
SIGN|S|24-MAR-2015|OI7-5a-9|OI7-5a|24x9|24|9|216|SIL/BRN|RTE|1/4 MILE / 1/2 MILE||Y|
SIGN|S|24-MAR-2015|OI7-6-24|OI7-6|24x24|24|24|576|SIL/BRN|RTE|BARLOW ROAD ROUTE||Y|
SIGN|S|24-MAR-2015|OI7-6-30|OI7-6|30x30|30|30|900|SIL/BRN|RTE|BARLOW ROAD ROUTE||Y|
SIGN|S|24-MAR-2015|OI7-8-15|OI7-8|27x15|27|15|405|SIL/BRN|HIST|APPLEGATE TRAIL SITE||Y|
SIGN|S|24-MAR-2015|OI7-8-18|OI7-8|36x18|36|18|648|SIL/BRN|HIST|APPLEGATE TRAIL SITE||Y|
SIGN|S|24-MAR-2015|OI7-9-15|OI7-9|27x15|27|15|405|SIL/BRN|HIST|APPLEGATE TRAIL||Y|
SIGN|S|24-MAR-2015|OI7-9-18|OI7-9|36x18|36|18|648|SIL/BRN|HIST|APPLEGATE TRAIL||Y|
SIGN|S|24-MAR-2015|OM3-1-12|405251|24x12|24|12|288|BLK/SIL|RTE|NORTH||Y|5251
SIGN|S|24-MAR-2015|OM3-2-12|405253|24x12|24|12|288|BLK/SIL|RTE|EAST||Y|5253
SIGN|S|24-MAR-2015|OM3-3-12|405255|24x12|24|12|288|BLK/SIL|RTE|SOUTH||Y|5255
SIGN|S|24-MAR-2015|OM3-4-12|405257|24x12|24|12|288|BLK/SIL|RTE|WEST||Y|5257
SIGN|S|24-MAR-2015|OM-3C-36|OM-3C|12x36|12|36|432|BLK/YLW|WRN|OBJECT MARKER- CENTER||Y|
SIGN|S|24-MAR-2015|OM-3C-48|405075|12x48|12|48|576|BLK/YLW|WRN|OBJECT MARKER- CENTER||Y|5075
SIGN|S|24-MAR-2015|OM-3L-36|405063|12x36|12|36|432|BLK/YLW|WRN|OBJECT MARKER- LEFT||Y|5063
SIGN|S|24-MAR-2015|OM-3R-36|405064|12x36|12|36|432|BLK/YLW|WRN|OBJECT MARKER- RIGHT||Y|5064
SIGN|S|24-MAR-2015|OM4-2-18|OM4-2|18x18|18|18|324|RED/BLK|WRN|END-OF-ROADWAY MARKER||Y|
SIGN|S|24-MAR-2015|OM4-3-24|OM4-3|24x24|24|24|576|RED|WRN|END-OF-ROADWAY MARKER||Y|
SIGN|S|24-MAR-2015|OP-121-18|405530|12x18|12|18|216|BLK/SIL|REGLTY|DOGS PERMITTED ON LEASH ONLY||Y|5530
SIGN|S|24-MAR-2015|OP-122-12|405301|24x12|24|12|288|SIL/BRN|REC|PETS ALLOWED ON LEASH||Y|5301
SIGN|S|24-MAR-2015|OP-123L-24|405302|30x24|30|24|720|SIL/BRN|REC|PETS ALLOWED IN MARKED AREA ONLY- LEFT ARROW||Y|5302
SIGN|S|24-MAR-2015|OP-123R-24|405303|30x24|30|24|720|SIL/BRN|REC|PETS ALLOWED IN MARKED AREA ONLY- RIGHT ARROW||Y|5303
SIGN|S|24-MAR-2015|OR10-11a-36|405507|30x36|30|36|1080|BLK/SIL|REGLTY|NO TURN ON RED||Y|5507
SIGN|S|24-MAR-2015|OR10-6-36|OR10-6|30x36|30|36|1080|LED Orange|REGLTY|STOP HERE ON RED- (W/ ARROW)||Y|
SIGN|S|24-MAR-2015|OR-122-12|OR-122|24x12|24|12|288|BLK/SIL|REGLTY|PETS ALLOW ON LEASH IN THIS AREA||Y|
SIGN|S|24-MAR-2015|OR-123R-24|OR-123R|30x24|30|24|720|SIL/GR|REGLTY|PETS ALLOW IN MARKED AREA ONLY-RT||Y|
SIGN|S|24-MAR-2015|OR12-5-35|OR12-5|72x36|72|36|2592|BLK/SIL|REGLTY|WEIGHT LIMIT REDUCED ...||Y|
SIGN|S|24-MAR-2015|OR12-5-36|OR12-5|72x36|72|36|2592|BLK/SIL|REGLTY|WEIGHT LIMIT REDUCED ...||Y|
SIGN|S|24-MAR-2015|OR12-6-48|OR12-6|36x48|36|48|1728|BLK/SIL|REGLTY|XX TON BRIDGE WEIGHT LIMIT XX MILES AHEAD||Y|
SIGN|S|24-MAR-2015|OR-130-12|405534|30x12|30|12|360|BLK/SIL|REGLTY|MOTORIZED VEHICLES PROHIBITED||Y|5534
SIGN|S|24-MAR-2015|OR13-1-48|OR13-1|36x48|36|48|1728|BLK/SIL|REGLTY|TRUCK LENGTH RESTRICTION SYMBOL||Y|
SIGN|S|24-MAR-2015|OR13-2-48|OR13-2|36x48|36|48|1728|BLK/SIL|REGLTY|TRUCK LENGTH RESTRICTION SYMBOL||Y|
SIGN|S|24-MAR-2015|OR15-15-18|OR15-15|48x18|48|18|864|BLK/SIL|REGLTY|SNOW ZONE REGULATORY||Y|
SIGN|S|24-MAR-2015|OR15-16-48|OR15-16|120x48|120|48|5760|BLK/SIL|REGLTY|DRAG CHAINS REQUIRED ON TRAILERS WHEN CHAINS ARE REQUIRED||Y|
SIGN|S|24-MAR-2015|OR1-5-7|405405|14x7|14|7|98|SIL/RED|REGLTY|RUBBER STOP FLAP||Y|5405
SIGN|S|24-MAR-2015|OR16-1-24|405516|30x24|30|24|720|BLK/SIL|REGLTY|TURN ON LIGHTS||Y|5516
SIGN|S|24-MAR-2015|OR16-2-18|OR16-2|30x18|30|18|540|BLK/SIL|REGLTY|LIGHTS||Y|
SIGN|S|24-MAR-2015|OR16-3-60|405517|48x60|48|60|2880|BLK/SIL|REGLTY|UNLAWFUL TO PASS SCHOOL BUS OR WORKER TRANSPORT BUS WHEN RED LIGHTS FLASH||Y|5517
SIGN|S|24-MAR-2015|OR16-6-42|405518|30x42|30|42|1260|BLK/SIL|REGLTY|$500 PENALTY FOR THROWING AWAY BURNING MATERIAL||Y|5518
SIGN|S|24-MAR-2015|OR17-1-36|405515|36x36|30|36|1080|BLK/SIL|REGLTY|LEFT TURN YIELD TO ONCOMING TRAFFIC||Y|5515
SIGN|S|24-MAR-2015|OR17-5-30|OR17-5|30x36|30|36|1080|BLK/SIL|REGLTY|RIGHT TURN YIELD TO PEDS||Y|
SIGN|S|24-MAR-2015|OR17-5-36|OR17-5|30x36|30|36|1080|BLK/SIL|REGLTY|RIGHT TURN YIELD TO PEDS||Y|
SIGN|S|24-MAR-2015|OR17-5a-24|OR17-5a|30x42|30|42|1260|BLK/SIL|REGLTY|RIGHT TURN YIELD TO PEDS AND BIKES||Y|
SIGN|S|24-MAR-2015|OR17-5a-42|OR17-5a|30x42|30|42|1260|BLK/SIL|REGLTY|RIGHT TURN YIELD TO PEDS AND BIKES||Y|
SIGN|S|24-MAR-2015|OR17-6-36|OR17-6|30x36|30|36|1080|BLK/SIL|REGLTY|LEFT TURN YIELD TO PEDS||Y|
SIGN|S|24-MAR-2015|OR17-6a-42|OR17-6a|30x42|30|42|1260|BLK/SIL|REGLTY|LEFT TURN YIELD TO PEDS AND BIKES||Y|
SIGN|S|24-MAR-2015|OR17-7-12|OR17-7|12x12|12|12|144|SIL/BRN|REC|SKIING- DOWNHILL (SYMBOL)||Y|
SIGN|S|24-MAR-2015|OR17-8-12|405526|12x12|12|12|144|SIL/BRN|REC|SNOWMOBILE (SYMBOL)||Y|5526
SIGN|S|24-MAR-2015|OR18-1-48|OR18-1|108x48|108|48|5184|BLK/SIL|REGLTY|ENTERING WINTER RECREATION AREA PARKING PERMITS REQUIRED BEYOND THIS POINT||Y|
SIGN|S|24-MAR-2015|OR18-2-48|405529|36x48|36|48|1728|GRN/SIL|REGLTY|NO PARKING FOR UNATTENDED VEHICLES||Y|5529
SIGN|S|24-MAR-2015|OR18-3-30|405522|24x30|24|30|720|GRN/SIL|REGLTY|SNO-PARK PARKING PERMITS REQUIRED||Y|5522
SIGN|S|24-MAR-2015|OR18-3a-30|405523|24x30|24|30|720|GRN/SIL|REGLTY|SNO-PARK PARKING PERMITS REQUIRED- W/ L ARROW||Y|5523
SIGN|S|24-MAR-2015|OR18-3b-30|405524|24x30|24|30|720|GRN/SIL|REGLTY|SNO-PARK PARKING PERMITS REQUIRED- W/ R ARROW||Y|5524
SIGN|S|24-MAR-2015|OR18-4-30|405522|24x30|24|30|720|GRN/SIL|REGLTY|SNO-PARK PARKING PERMITS REQUIRED- DOUBLE ARROW||Y|5522
SIGN|S|24-MAR-2015|OR19-6-36|OR19-6|30x36|30|36|1080|BLK/SIL|REGLTY|PATROLLED BY AIRCRAFT||Y|
SIGN|S|24-MAR-2015|OR19-6-60|405520|48x60|48|60|2880|BLK/SIL|REGLTY|PATROLLED BY AIRCRAFT||Y|5520
SIGN|S|24-MAR-2015|OR20-1-12|OR20-1|24x12|24|12|288|BLK/SIL|REGLTY|ONE VEHICLE PER GREEN||Y|
SIGN|S|24-MAR-2015|OR20-4-36|OR20-4|30x36|30|36|1080|LED Red|REGLTY|RAMP SIGNAL ON||Y|
SIGN|S|24-MAR-2015|OR20-5-30|OR20-5|24x30|24|30|720|BLK/WHT|REGLTY|FORM 2 LANES WHEN METERED||Y|
SIGN|S|24-MAR-2015|OR20-6b-24|405029|18x24|18|24|432|SIL/BLU|SRVC|PARKING WITH D.M.V. DISABLED PERMIT ONLY ... W/ REGULATIONS AND SYMBOL||Y|5029
SIGN|S|24-MAR-2015|OR20-6c-18|OR20-6C|12x18|12|18|216|GRN/SIL|PRMSV|PARKING WITH D.M.V. DISABLED PERMIT ONLY ... W/ REGULATIONS AND SYMBOL AND DOUBLE ARROW||Y|
SIGN|S|24-MAR-2015|OR20-6d-3|405598|18x3|18|3|54|SIL/BLU|SRVC|VAN-ACCESSIBLE||Y|5598
SIGN|S|24-MAR-2015|OR21-1-24|OR21-1|18x24|18|24|432|BLK/SIL|REGLTY|NO FISHING FROM BRIDGE||Y|
SIGN|S|24-MAR-2015|OR21-2-36|OR21-2|18x24|18|24|432|BLK/SIL|REGLTY|DIVING FROM BRIDGE PROHIBITED||Y|
SIGN|S|24-MAR-2015|OR21-2a|OR21-2a|18x24|18|24|432|BLK/SIL|REGLTY|DIVING OR JUMPING FROM BRIDGE PROHIBITED||Y|
SIGN|S|24-MAR-2015|OR21-2a-24|OR21-2a|18x24|18|24|432|BLK/SIL|REGLTY|DIVING OR JUMPING FROM BRIDGE PROHIBITED||Y|
SIGN|S|24-MAR-2015|OR2-1-30-15|405408|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 15 (PARKS ONLY)||Y|5408
SIGN|S|24-MAR-2015|OR2-1-30-20|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 20||Y|
SIGN|S|24-MAR-2015|OR2-1-30-25|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 25||Y|
SIGN|S|24-MAR-2015|OR2-1-30-30|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 30||Y|
SIGN|S|24-MAR-2015|OR2-1-30-35|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 35||Y|
SIGN|S|24-MAR-2015|OR2-1-30-40|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 40||Y|
SIGN|S|24-MAR-2015|OR2-1-30-45|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 45||Y|
SIGN|S|24-MAR-2015|OR2-1-30-50|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 50||Y|
SIGN|S|24-MAR-2015|OR2-1-30-55|OR2-1|24x30|24|30|720|BLK/SIL|REGLTY|SPEED 55||Y|
SIGN|S|24-MAR-2015|OR2-1-36-10|OR2-1|30x36|30|36|1080|BLK/SIL|REGLTY|SPEED 10||Y|
