IIT_INV_TYPE|IIT_ADMIN_UNIT|IIT_START_DATE|STD_SIGN_NO|SIGN_STRRM_NO|SZ|WD|HT|SQ_FT_NO|COLOR|STD_SIGN_TYP|SIGN_DESC|SIGN_STD_GRPH|SHOW|MMS_NO
SIGN|S|24-MAR-2015|W1-2L-30|405554|30x30|30|30|900|BLK/YLW|WRN|CURVE ARROW LEFT (SYMBOL)||Y|5554
SIGN|S|24-MAR-2015|W1-2L-36|405016|36x36|36|36|1296|BLK/YLW|WRN|CURVE ARROW LEFT (SYMBOL)||Y|5016
SIGN|S|24-MAR-2015|W1-2L-48|405555|48x48|48|48|2304|BLK/YLW|WRN|CURVE ARROW LEFT (SYMBOL)||Y|5555
SIGN|S|24-MAR-2015|W1-2R-30|405556|30x30|30|30|900|BLK/YLW|WRN|CURVE ARROW RIGHT (SYMBOL)||Y|5556
SIGN|S|24-MAR-2015|W1-2R-36|405017|36x36|36|36|1296|BLK/YLW|WRN|CURVE ARROW RIGHT (SYMBOL)||Y|5017
SIGN|S|24-MAR-2015|W1-2R-48|405557|48x48|48|48|2304|BLK/YLW|WRN|CURVE ARROW RIGHT (SYMBOL)||Y|5557
SIGN|S|24-MAR-2015|W13-1-18-10|W13-1|18x18|18|18|324|BLK/YLW|WRN|10 MPH||Y|
SIGN|S|24-MAR-2015|W13-1-18-15|405701|18x18|18|18|324|BLK/YLW|WRN|15 MPH||Y|5701
SIGN|S|24-MAR-2015|W13-1-18-20|405702|18x18|18|18|324|BLK/YLW|WRN|20 MPH||Y|5702
SIGN|S|24-MAR-2015|W13-1-18-25|405703|18x18|18|18|324|BLK/YLW|WRN|25 MPH||Y|5703
SIGN|S|24-MAR-2015|W13-1-18-30|405704|18x18|18|18|324|BLK/YLW|WRN|30 MPH||Y|5704
SIGN|S|24-MAR-2015|W13-1-18-35|405705|18x18|18|18|324|BLK/YLW|WRN|35 MPH||Y|5705
SIGN|S|24-MAR-2015|W13-1-18-40|405706|18x18|18|18|324|BLK/YLW|WRN|40 MPH||Y|5706
SIGN|S|24-MAR-2015|W13-1-18-45|405707|18x18|18|18|324|BLK/YLW|WRN|45 MPH||Y|5707
SIGN|S|24-MAR-2015|W13-1-18-50|W13-1|18x18|18|18|324|BLK/YLW|WRN|50 MPH||Y|
SIGN|S|24-MAR-2015|W13-1-24-10|W13-1|24x24|24|24|576|BLK/YLW|WRN|10 MPH||Y|
SIGN|S|24-MAR-2015|W13-1-24-15|405707|24x24|24|24|576|BLK/YLW|WRN|15 MPH||Y|5707
SIGN|S|24-MAR-2015|W13-1-24-20|405708|24x24|24|24|576|BLK/YLW|WRN|20 MPH||Y|5708
SIGN|S|24-MAR-2015|W13-1-24-25|405709|24x24|24|24|576|BLK/YLW|WRN|25 MPH||Y|5709
SIGN|S|24-MAR-2015|W13-1-24-30|405710|24x24|24|24|576|BLK/YLW|WRN|30 MPH||Y|5710
SIGN|S|24-MAR-2015|W13-1-24-35|405711|24x24|24|24|576|BLK/YLW|WRN|35 MPH||Y|5711
SIGN|S|24-MAR-2015|W13-1-24-40|405712|24x24|24|24|576|BLK/YLW|WRN|40 MPH||Y|5712
SIGN|S|24-MAR-2015|W13-1-24-45|405713|24x24|24|24|576|BLK/YLW|WRN|45 MPH||Y|5713
SIGN|S|24-MAR-2015|W13-1-24-50|405715|24x24|24|24|576|BLK/YLW|WRN|50 MPH||Y|5715
SIGN|S|24-MAR-2015|W13-1-24-55|W13-1|24x24|24|24|576|BLK/YLW|WRN|55 MPH||Y|
SIGN|S|24-MAR-2015|W13-1-30-45|W13-1|30x30|30|30|900|BLK/YLW|WRN|45 MPH||Y|
SIGN|S|24-MAR-2015|W13-1-30-50|W13-1|30x30|30|30|900|BLK/YLW|WRN|50 MPH||Y|
SIGN|S|24-MAR-2015|W13-1-36-45|W13-1|36x36|36|36|1296|BLK/YLW|WRN|45 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-24-40|W13-2|24|1|24|24|BLK/YLW|WRN|EXIT 40 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-20|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 20 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-25|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 25 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-30|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 30 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-35|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 35 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-40|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 40 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-45|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 45 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-48-50|W13-2|36x48|36|48|1728|BLK/YLW|WRN|EXIT 50 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-10|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 10 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-15|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 15 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-20|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 20 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-25|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 25 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-30|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 30 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-35|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 35 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-40|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 40 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-45|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 45 MPH||Y|
SIGN|S|24-MAR-2015|W13-2-60-50|W13-2|48x60|48|60|2880|BLK/YLW|WRN|EXIT 50 MPH||Y|
SIGN|S|24-MAR-2015|W1-3L-30|405558|30x30|30|30|900|BLK/YLW|WRN|REVERSING TURN ARROW LEFT (SYMBOL)||Y|5558
SIGN|S|24-MAR-2015|W1-3L-36|405547|36x36|36|36|1296|BLK/YLW|WRN|REVERSING TURN ARROW LEFT (SYMBOL)||Y|5547
SIGN|S|24-MAR-2015|W1-3L-48|405559|48x48|48|48|2304|BLK/YLW|WRN|REVERSING TURN ARROW LEFT (SYMBOL)||Y|5559
SIGN|S|24-MAR-2015|W1-3R-30|405560|30x30|30|30|900|BLK/YLW|WRN|REVERSING TURN ARROW RIGHT (SYMBOL)||Y|5560
SIGN|S|24-MAR-2015|W1-3R-36|405018|36x36|36|36|1296|BLK/YLW|WRN|REVERSING TURN ARROW RIGHT (SYMBOL)||Y|5018
SIGN|S|24-MAR-2015|W1-3R-48|405561|48x48|48|48|2304|BLK/YLW|WRN|REVERSING TURN ARROW RIGHT (SYMBOL)||Y|5561
SIGN|S|24-MAR-2015|W14-1-30|405714|30x30|30|30|900|BLK/YLW|WRN|DEAD END||Y|5714
SIGN|S|24-MAR-2015|W14-1-36|405719|36x36|36|36|1296|BLK/YLW|WRN|DEAD END||Y|5719
SIGN|S|24-MAR-2015|W14-1aL-8|W14-1aL|36x8|36|8|288|BLK/YLW|WRN|DEAD END W/ LEFT ARROW||Y|
SIGN|S|24-MAR-2015|W14-1aR-8|W14-1aR|36x8|36|8|288|BLK/YLW|WRN|DEAD END W/ RIGHT ARROW||Y|
SIGN|S|24-MAR-2015|W14-2-30|W14-2|30x30|30|30|900|BLK/YLW|WRN|NO OUTLET||Y|
SIGN|S|24-MAR-2015|W14-2aL-8|W14-2aL|36x8|36|8|288|BLK/YLW|WRN|NO OUTLET W/ LEFT ARROW||Y|
SIGN|S|24-MAR-2015|W14-2aR-8|W14-2aR|36x8|36|8|288|BLK/YLW|WRN|NO OUTLET W/ RIGHT ARROW||Y|
SIGN|S|24-MAR-2015|W1-4bL-36|W1-4bL|36x36|36|36|1296|BLK/YLW|WRN|TWO LANE REVERSE CURVE LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W1-4bR-36|W1-4bR|36x36|36|36|1296|BLK/YLW|WRN|TWO LANE REVERSE CURVE RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W1-4L-30|405562|30x30|30|30|900|BLK/YLW|WRN|REVERSING CURVE ARROW LEFT (SYMBOL)||Y|5562
SIGN|S|24-MAR-2015|W1-4L-36|405019|36x36|36|36|1296|BLK/YLW|WRN|REVERSING CURVE ARROW LEFT (SYMBOL)||Y|5019
SIGN|S|24-MAR-2015|W1-4L-48|405563|48x48|48|48|2304|BLK/YLW|WRN|REVERSING CURVE ARROW LEFT (SYMBOL)||Y|5563
SIGN|S|24-MAR-2015|W1-4R-30|405564|30x30|30|30|900|BLK/YLW|WRN|REVERSING CURVE ARROW RIGHT (SYMBOL)||Y|5564
SIGN|S|24-MAR-2015|W1-4R-36|405021|36x36|36|36|1296|BLK/YLW|WRN|REVERSING CURVE ARROW RIGHT (SYMBOL)||Y|5021
SIGN|S|24-MAR-2015|W1-4R-48|405565|48x48|48|48|2304|BLK/YLW|WRN|REVERSING CURVE ARROW RIGHT (SYMBOL)||Y|5565
SIGN|S|24-MAR-2015|W15-1-36|W15-1|36x36|36|36|1296|BLK/YLW|WRN|PLAYGROUND (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W1-5L-30|405566|30x30|30|30|900|BLK/YLW|WRN|WINDING ROAD ARROW LEFT (SYMBOL)||Y|5566
SIGN|S|24-MAR-2015|W1-5L-36|405567|36x36|36|36|1296|BLK/YLW|WRN|WINDING ROAD ARROW LEFT (SYMBOL)||Y|5567
SIGN|S|24-MAR-2015|W1-5L-48|W1-5L|48x48|48|48|2304|BLK/YLW|WRN|WINDING ROAD ARROW LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W1-5R-30|405568|30x30|30|30|900|BLK/YLW|WRN|WINDING ROAD ARROW RIGHT (SYMBOL)||Y|5568
SIGN|S|24-MAR-2015|W1-5R-36|405569|36x36|36|36|1296|BLK/YLW|WRN|WINDING ROAD ARROW RIGHT (SYMBOL)||Y|5569
SIGN|S|24-MAR-2015|W1-5R-48|408127|48x48|48|48|2304|BLK/YLW|WRN|WINDING ROAD ARROW RIGHT (SYMBOL)||Y|8127
SIGN|S|24-MAR-2015|W1-5RT-30|405568|30x30|30|30|900|BLK/YLW|WRN|WINDING ROAD ARROW RIGHT (SYMBOL)||Y|5568
SIGN|S|24-MAR-2015|W1-5RT-36|405569|36x36|36|36|1296|BLK/YLW|WRN|WINDING ROAD ARROW RIGHT (SYMBOL)||Y|5569
SIGN|S|24-MAR-2015|W1-5RT-48|W1-5R|48x48|48|48|2304|BLK/YLW|WRN|WINDING ROAD ARROW RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W16-1-24|W16-1|18x24|18|24|432|BLK/YLW|WRN|SHARE THE ROAD||Y|
SIGN|S|24-MAR-2015|W16-1-30|W16-1|24x30|24|30|720|BLK/YLW|WRN|SHARE THE ROAD||Y|
SIGN|S|24-MAR-2015|W16-13-18|W16-13|24x18|24|18|432|BLK/YLW|WRN|WHEN FLASHING||Y|
SIGN|S|24-MAR-2015|W16-2-18|W16-2|24x18|24|18|432|BLK/YLW|WRN|XXX FEET||Y|
SIGN|S|24-MAR-2015|W1-6-24|405570|48x24|48|24|1152|BLK/YLW|WRN|LARGE ARROW PLAQUE LEFT OR RIGHT||Y|5570
SIGN|S|24-MAR-2015|W16-3a-12|W16-3a|30x12|30|12|360|BLK/YLW|WRN|X MILES||Y|
SIGN|S|24-MAR-2015|W16-5pL-18|W16-5pL|24x18|24|18|432|BLK/YLW|WRN|LEFT ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-5pL-24|W16-5pL|24x18|24|18|432|BLK/YLW|WRN|LEFT ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-5pR-18|W16-5pR|24x18|24|18|432|BLK/YLW|WRN|RIGHT ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-5pR-24|W16-5pR|24x18|24|18|432|BLK/YLW|WRN|RIGHT ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-6pL-18|W16-6pL|24x18|24|18|432|BLK/YLW|WRN|LEFT TURN ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-6pL-24|W16-6pL|24x18|24|18|432|BLK/YLW|WRN|LEFT TURN ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-6pR-18|W16-6pR|24x18|24|18|432|BLK/YLW|WRN|RIGHT TURN ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-6pR-24|W16-6pR|24x18|24|18|432|BLK/YLW|WRN|RIGHT TURN ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-7pL-12|W16-7pL|24x12|30|18|540|BLK/YLW|WRN|LEFT DIAGONAL ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-7pL-18|W16-7pL|30x18|30|18|540|BLK/YLW|WRN|LEFT DIAGONAL ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-7pR-12|W16-7pR|24x12|30|18|540|BLK/YLW|WRN|RIGHT DIAGONAL ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-7pR-18|W16-7pR|30x18|30|18|540|BLK/YLW|WRN|RIGHT DIAGONAL ARROW PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-8p|W16-8P|24x18|24|18|432|BLK/YLW|WRN|ADVANCE STREET NAME PLAQUE||Y|
SIGN|S|24-MAR-2015|W16-9p-12|W16-9p|24x12|24|12|288|BLK/YLW|WRN|AHEAD||Y|
SIGN|S|24-MAR-2015|W16-9p-18|W16-9p|30x18|30|18|540|BLK/YLW|WRN|AHEAD||Y|
SIGN|S|24-MAR-2015|W16-9p-24|W16-9p|36x24|36|24|864|BLK/YLW|WRN|AHEAD||Y|
SIGN|S|24-MAR-2015|W16-9p-36|W16-9p|36x24|36|24|864|BLK/YLW|WRN|AHEAD||Y|
SIGN|S|24-MAR-2015|W16-9p-48|W16-9p|48x36|48|36|1728|BLK/YLW|WRN|AHEAD||Y|
SIGN|S|24-MAR-2015|W17-1-30|W17-1|30x30|30|30|900|BLK/YLW|WRN|SPEED HUMP||Y|
SIGN|S|24-MAR-2015|W1-7-24|405571|48x24|48|24|1152|BLK/YLW|WRN|LARGE DOUBLE ARROW PLAQUE||Y|5571
SIGN|S|24-MAR-2015|W1-8-30|405572|24x30|24|30|720|BLK/YLW|WRN|CHEVRON||Y|5572
SIGN|S|24-MAR-2015|W1-8-36|W1-8|30x36|30|36|1080|BLK/YLW|WRN|CHEVRON||Y|
SIGN|S|24-MAR-2015|W1-8-48|W1-8|36x48|36|48|1728|BLK/YLW|WRN|CHEVRON||Y|
SIGN|S|24-MAR-2015|W2-1-30|405575|30x30|30|30|900|BLK/YLW|WRN|CROSS ROAD (SYMBOL)||Y|5575
SIGN|S|24-MAR-2015|W2-1-36|405576|36x36|36|36|1296|BLK/YLW|WRN|CROSS ROAD (SYMBOL)||Y|5576
SIGN|S|24-MAR-2015|W2-1-48|405577|48x48|48|48|2304|BLK/YLW|WRN|CROSS ROAD (SYMBOL)||Y|5577
SIGN|S|24-MAR-2015|W2-2-30|405578|30x30|30|30|900|BLK/YLW|WRN|SIDE ROAD (SYMBOL)||Y|5578
SIGN|S|24-MAR-2015|W2-2-36|405579|36x36|36|36|1296|BLK/YLW|WRN|SIDE ROAD (SYMBOL)||Y|5579
SIGN|S|24-MAR-2015|W2-2-48|405580|48x48|48|48|2304|BLK/YLW|WRN|SIDE ROAD (SYMBOL)||Y|5580
SIGN|S|24-MAR-2015|W2-3L-36|W2-3L|36x36|36|36|1296|BLK/YLW|WRN|SIDE ROAD ANGLE LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-3R-36|W2-3R|36x36|36|36|1296|BLK/YLW|WRN|SIDE ROAD ANGLE RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-4-36|W2-4|36x36|36|36|1296|BLK/YLW|WRN|T INTERSECTION (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-5-36|W2-5|36x36|36|36|1296|BLK/YLW|WRN|Y INTERSECTION (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-6-36|W2-6|36x36|36|36|1296|BLK/YLW|WRN|ROUNDABOUT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-6-48|W2-6|48x48|48|48|2304|BLK/YLW|WRN|ROUNDABOUT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-7L-36|W2-7L|36x36|36|36|1296|BLK/YLW|WRN|OFFSET CROSSROAD LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-7L-48|W2-7L|48x48|48|48|2304|BLK/YLW|WRN|OFFSET CROSSROAD LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-7R-36|W2-7R|36x36|36|36|1296|BLK/YLW|WRN|OFFSET CROSSROAD RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W2-7R-48|W2-7R|48x48|48|48|2304|BLK/YLW|WRN|OFFSET CROSSROAD RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W3-1-36|405581|36x36|36|36|1296|BLK/RED/SIL/YLW|WRN|STOP AHEAD (SYMBOL)||Y|5581
SIGN|S|24-MAR-2015|W3-1-48|405582|48x48|48|48|2304|BLK/RED/SIL/YLW|WRN|STOP AHEAD (SYMBOL)||Y|5582
SIGN|S|24-MAR-2015|W3-1a-36|W3-1a|36x36|36|36|1296|BLK/YLW|WRN|STOP AHEAD||Y|
SIGN|S|24-MAR-2015|W3-1a-48|W3-1a|48x48|48|48|2304|BLK/YLW|WRN|STOP AHEAD||Y|
SIGN|S|24-MAR-2015|W3-2-36|405036|36x36|36|36|1296|BLK/RED/SIL/YLW|WRN|YIELD AHEAD (SYMBOL)||Y|5036
SIGN|S|24-MAR-2015|W3-2-48|W3-2|48x48|48|48|2304|BLK/RED/SIL/YLW|WRN|YIELD AHEAD (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W3-2a-36|W3-2a|36x36|36|36|1296|BLK/YLW|WRN|YIELD AHEAD||Y|
SIGN|S|24-MAR-2015|W3-3-36|405583|36x36|36|36|1296|BLK/YLW|WRN|SIGNAL AHEAD (SYMBOL)||Y|5583
SIGN|S|24-MAR-2015|W3-3-48|405584|48x48|48|48|2304|BLK/YLW|WRN|SIGNAL AHEAD (SYMBOL)||Y|5584
SIGN|S|24-MAR-2015|W3-4-36|W3-4|36x36|36|36|1296|BLK/YLW|WRN|BE PREPARED TO STOP||Y|
SIGN|S|24-MAR-2015|W3-5-36|405036|36x36|36|36|1296|BLK/SIL/YLW|WRN|SPEED REDUCTION ADVANCE WARNING (SYMBOL)||Y|5036
SIGN|S|24-MAR-2015|W3-5-36-30|405631|36x36|36|36|1296|BLK/YLW|WRN|SPEED LIMIT 30 AHEAD||Y|5631
SIGN|S|24-MAR-2015|W3-5-36-40|405632|36x36|36|36|1296|BLK/YLW|WRN|SPEED LIMIT 40 AHEAD||Y|5632
SIGN|S|24-MAR-2015|W3-5-36-45|405633|36x36|36|36|1296|BLK/YLW|WRN|SPEED LIMIT 45 AHEAD||Y|5633
SIGN|S|24-MAR-2015|W3-5-48|405037|48x48|48|48|2304|BLK/SIL/YLW|WRN|SPEED REDUCTION ADVANCE WARNING (SYMBOL)||Y|5037
SIGN|S|24-MAR-2015|W3-5-48-30|405634|48x48|48|48|2304|BLK/YLW|WRN|SPEED LIMIT 30 AHEAD||Y|5634
SIGN|S|24-MAR-2015|W3-5-48-40|405635|48x48|48|48|2304|BLK/YLW|WRN|SPEED LIMIT 40 AHEAD||Y|5635
SIGN|S|24-MAR-2015|W3-5-48-45|405636|48x48|48|48|2304|BLK/YLW|WRN|SPEED LIMIT 45 AHEAD||Y|5636
SIGN|S|24-MAR-2015|W3-5a-36|W3-5a|36x36|36|36|1296|BLK/YLW|WRN|XX MPH SPEED ZONE AHEAD||Y|
SIGN|S|24-MAR-2015|W3-6-36|W3-6|36x36|36|36|1296|BLK/YLW|WRN|DRAW BRIDGE AHEAD||Y|
SIGN|S|24-MAR-2015|W3-8-36|W3-8|36x36|36|36|1296|BLK/YLW|WRN|RAMP METERED WHEN FLASHING||Y|
SIGN|S|24-MAR-2015|W4-1L-30|W4-1L|30x30|30|30|900|BLK/YLW|WRN|MERGE LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-1L-36|W4-1L|36x36|36|36|1296|BLK/YLW|WRN|MERGE LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-1L-48|405605|48x48|48|48|2304|BLK/YLW|WRN|MERGE LEFT (SYMBOL)||Y|5605
SIGN|S|24-MAR-2015|W4-1R-30|W4-1R|30x30|30|30|900|BLK/YLW|WRN|MERGE RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-1R-36|W4-1R|36x36|36|36|1296|BLK/YLW|WRN|MERGE RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-1R-48|405606|48x48|48|48|2304|BLK/YLW|WRN|MERGE RIGHT (SYMBOL)||Y|5606
SIGN|S|24-MAR-2015|W4-2L-36|405608|36x36|36|36|1296|BLK/YLW|WRN|LEFT LANE ENDS (SYMBOL)||Y|5608
SIGN|S|24-MAR-2015|W4-2L-48|405609|48x48|48|48|2304|BLK/YLW|WRN|LEFT LANE ENDS (SYMBOL)||Y|5609
SIGN|S|24-MAR-2015|W4-2LT48|405609|48x48|48|48|2304|BLK/YLW|WRN|LEFT LANE ENDS (SYMBOL)||Y|5609
SIGN|S|24-MAR-2015|W4-2R-36|W4-2R|36x36|36|36|1296|BLK/YLW|WRN|RIGHT LANE ENDS (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-2R-48|405611|48x48|48|48|2304|BLK/YLW|WRN|RIGHT LANE ENDS (SYMBOL)||Y|5611
SIGN|S|24-MAR-2015|W4-3L-36|W4-3L|36x36|36|36|1296|BLK/YLW|WRN|ADDED LANE LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-3L-48|W4-3L|48x48|48|48|2304|BLK/YLW|WRN|ADDED LANE LEFT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-3R-36|W4-3R|36x36|36|36|1296|BLK/YLW|WRN|ADDED LANE RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-3R-48|W4-3R|48x48|48|48|2304|BLK/YLW|WRN|ADDED LANE RIGHT (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W4-4a-18|W4-4a|36x18|36|18|648|BLK/YLW|WRN|TRAFFIC FROM LEFT DOES NOT STOP||Y|
SIGN|S|24-MAR-2015|W4-4b-18|W4-4b|36x18|36|18|648|BLK/YLW|WRN|ONCOMING TRAFFIC DOES NOT STOP||Y|
SIGN|S|24-MAR-2015|W4-4p-18|W4-4p|36x18|36|18|648|BLK/YLW|WRN|CROSS TRAFFIC DOES NOT STOP||Y|
SIGN|S|24-MAR-2015|W4-7-36|W4-7|36x36|36|36|1296|BLK/YLW|WRN|THROUGH TRAFFIC MERGE LEFT||Y|
SIGN|S|24-MAR-2015|W5-1-36|405612|36x36|36|36|1296|BLK/YLW|WRN|ROAD NARROWS||Y|5612
SIGN|S|24-MAR-2015|W5-1-48|405613|48x48|48|48|2304|BLK/YLW|WRN|ROAD NARROWS||Y|5613
SIGN|S|24-MAR-2015|W5-2-30|405614|30x30|30|30|900|BLK/YLW|WRN|NARROW BRIDGE||Y|5614
SIGN|S|24-MAR-2015|W5-2-36|405617|36x36|36|36|1296|BLK/YLW|WRN|NARROW BRIDGE||Y|5617
SIGN|S|24-MAR-2015|W5-2-48|405615|48x48|48|48|2304|BLK/YLW|WRN|NARROW BRIDGE||Y|5615
SIGN|S|24-MAR-2015|W6-1-36|W6-1|36x36|36|36|1296|BLK/YLW|WRN|DIVIDED HIGHWAY (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W6-1-48|405618|48x48|48|48|2304|BLK/YLW|WRN|DIVIDED HIGHWAY (SYMBOL)||Y|5618
SIGN|S|24-MAR-2015|W6-2-36|405516|36x36|36|36|1296|BLK/YLW|WRN|USE-W6-1-36 (INVERTED)||Y|5516
SIGN|S|24-MAR-2015|W6-2-48|405618|48x48|48|48|2304|BLK/YLW|WRN|USE-W6-1-48 (INVERTED)||Y|5618
SIGN|S|24-MAR-2015|W6-3-36|405620|36x36|36|36|1296|BLK/YLW|WRN|TWO-WAY TRAFFIC (SYMBOL)||Y|5620
SIGN|S|24-MAR-2015|W6-3-48|W6-3|48x48|48|48|2304|BLK/YLW|WRN|TWO-WAY TRAFFIC (SYMBOL)||Y|
SIGN|S|24-MAR-2015|W7-1-30|405624|30x30|30|30|900|BLK/YLW|WRN|HILL (SYMBOL)||Y|5624
SIGN|S|24-MAR-2015|W7-1-36|405625|36x36|36|36|1296|BLK/YLW|WRN|HILL (SYMBOL)||Y|5625
SIGN|S|24-MAR-2015|W7-1-48|405626|48x48|48|48|2304|BLK/YLW|WRN|HILL (SYMBOL)||Y|5626
SIGN|S|24-MAR-2015|W7-1b-36|W7-1b|36x36|36|36|1296|BLK/YLW|WRN|HILL (SYMBOL) W/ X% GRADE||Y|
SIGN|S|24-MAR-2015|W7-1b-48|W7-1b|48x48|48|48|2304|BLK/YLW|WRN|HILL (SYMBOL) W/ X% GRADE||Y|
SIGN|S|24-MAR-2015|W7-3a-18|W7-3a|24x18|24|18|432|BLK/YLW|WRN|NEXT X MILES||Y|
SIGN|S|24-MAR-2015|W7-3b-18|W7-3b|24x18|24|18|432|BLK/YLW|WRN|HILL (SUPPLEMENTAL PLAQUE)||Y|
SIGN|S|24-MAR-2015|W7-4-48|W7-4|78x48|78|48|3744|BLK/YLW|WRN|RUNAWAY TRUCK RAMP 1 MILE||Y|
SIGN|S|24-MAR-2015|W7-4b-60|W7-4b|78x60|78|60|4680|BLK/YLW|WRN|RUNAWAY TRUCK RAMP W/ ARROW||Y|
SIGN|S|24-MAR-2015|W7-4c-60|W7-4c|78x60|78|60|4680|BLK/YLW|WRN|TRUCK ESCAPE RAMP||Y|
SIGN|S|24-MAR-2015|W8-1-30|405650|30x30|30|30|900|BLK/YLW|WRN|BUMP||Y|5650
SIGN|S|24-MAR-2015|W8-1-36|405651|36x36|36|36|1296|BLK/YLW|WRN|BUMP||Y|5651
SIGN|S|24-MAR-2015|W8-1-48|405653|48x48|48|48|2304|BLK/YLW|WRN|BUMP||Y|5653
SIGN|S|24-MAR-2015|W8-2-30|405652|30x30|30|30|900|BLK/YLW|WRN|DIP||Y|5652
SIGN|S|24-MAR-2015|W8-2-36|W8-2|36x36|36|36|1296|BLK/YLW|WRN|DIP||Y|
SIGN|S|24-MAR-2015|W8-3-30|405654|30x30|30|30|900|BLK/YLW|WRN|PAVEMENT ENDS||Y|5654
SIGN|S|24-MAR-2015|W8-3-36|W8-3|36x36|36|36|1296|BLK/YLW|WRN|PAVEMENT ENDS||Y|
SIGN|S|24-MAR-2015|W8-3-48|W8-3|48x48|48|48|2304|BLK/YLW|WRN|PAVEMENT ENDS||Y|
SIGN|S|24-MAR-2015|W8-4-30|405655|30x30|30|30|900|BLK/YLW|WRN|SOFT SHOULDER||Y|5655
SIGN|S|24-MAR-2015|W8-4-36|W8-4|36x36|36|36|1296|BLK/YLW|WRN|SOFT SHOULDER||Y|
